wiki/career/career-growth-plan.md	Career Growth Plan	**Mira Okafor's stated goal is to lead the design of a project from the start, not only build it**, said to [[tomas-lind|Tomas Lind]] at the 1:1 of 26 March 2026.\n**[[tomas-lind|Tomas Lind]]'s answer was that Tidewater is that project**, on the condition that the decisions keep being written down.\n**The AWS data engineering exam is parked as of 26 March 2026** — suggested by [[tomas-lind|Tomas Lind]], and Mira Okafor is not convinced it is worth it while the team runs on Postgres.\n**One conference is approved for 2026**, probably the autumn data engineering conference in Manchester; whether the budget covers travel was [[tomas-lind|Tomas Lind]]'s action to check.\n**Mira Okafor sits on the interview panel** for the extra data engineer approved for the second half of 2026.\n**The feedback to work on, as of 26 March 2026, is saying yes to side requests too quickly** — the example given was letting [[ines-duarte|Ines Duarte]]'s request to read the tables wait until the tables had settled.
wiki/career/cv-full-text.md	Mira Okafor — CV, Full Text	**Mira Okafor's CV is reproduced here in full**, from the compiled source and as written.\n**The CV's own profile line**: "Data engineer who builds pipelines and the dashboards on top of them. Interested in retrieval and in making personal data easier to find again."\n**The CV lists two roles** — data engineer at Harbor Analytics from August 2022, and junior analyst at Quayside Logistics 2021–2022.\n**The CV lists Python, SQL, Airflow, Postgres and dbt** as skills, and English and Yoruba as languages.\n**The CV records volunteering at the Leeds Data Meetup**, helping run the monthly talks.\n**The CV as captured carries no date of its own**, so its "present" is only as recent as the file; it was compiled into this vault on 23 September 2026.
wiki/career/education-and-certifications.md	Education and Certifications	**Mira Okafor holds an MSc in Information Science from the University of Leeds, 2021, with distinction.**\n**Mira Okafor's MSc dissertation was on re-finding in personal email archives** — the same problem her later retrieval paper attacks on personal notes.\n**Mira Okafor holds a BSc in Mathematics from the University of Lagos, 2019.**\n**Mira Okafor is certified in dbt Analytics Engineering, 2024.**\n**The AWS data engineering exam is the one qualification deliberately not taken**, parked at the 1:1 of 26 March 2026 while the team runs on Postgres.
wiki/career/harbor-analytics.md	Harbor Analytics	**Mira Okafor has been a data engineer at Harbor Analytics since August 2022**, building and running the ingestion pipelines behind its operations dashboards.\n**Mira Okafor is lead engineer on Tidewater**, the shipments-and-invoices dashboard, and the owner of its design as well as its build.\n**Mira Okafor moved the team's nightly jobs from cron to Airflow**, with retries and runbooks, and wrote the team's data-modelling guide for Postgres.\n**Mira Okafor looks after the read-only access other teams use**, which is how [[driftwood-capacity-forecast|Driftwood]] reads Tidewater's tables.\n**Harbor Analytics' platform team defaults new services to DynamoDB**, and runs managed Postgres for two other services; its ops floor is about fifteen people and it has three warehouses.\n**One more data engineer was approved for the second half of 2026**, with [[mira-identity|Mira Okafor]] on the interview panel at [[tomas-lind|Tomas Lind]]'s request.
wiki/career/quayside-logistics.md	Quayside Logistics	**Mira Okafor was a junior analyst at Quayside Logistics from 2021 to 2022**, her first role after the MSc.\n**Mira Okafor did the weekly reporting on delivery performance there**, and moved those reports from spreadsheets to SQL.\n**Mira Okafor built Quayside's first carrier scorecard**, which was used in its quarterly carrier reviews.\n**The carrier scorecard is also where Mira Okafor learned what not to do**: she built for three weeks before asking anyone what they wanted, and rebuilt half of it.\n**The Quayside scorecard lesson shaped how Tidewater was run** — talk to the ops lead first, write decisions down as they happen, and record why rather than only what.
wiki/ideas/allotment-soil-sensor.md	Allotment Soil Sensor	**The allotment soil sensor is an ESP32 with a capacitive soil-moisture probe on a small solar panel**, taking a reading every 30 minutes over Wi-Fi into a Postgres table, with a chart of moisture over the week.\n**The budget is £40**, which the parts list uses exactly, with nothing to spare.\n**Capacitive, not resistive**: resistive probes corrode within a season in wet soil, and capacitive ones have no exposed metal.\n**The open question is Wi-Fi range** — whether the allotment's signal reaches the far bed.\n**[[sam-whitlock|Sam Whitlock]]'s knuckle test is the calibration reference**: water when it says dry, and see what the sensor reads then.\n**The idea started on 26 March 2026**, the day [[sam-whitlock|Sam Whitlock]] laughed at it, and was written up on 21 April 2026.
wiki/ideas/bird-box-camera.md	Bird Box Camera	**The bird box camera is a Raspberry Pi Zero 2 W with the small camera module and an infrared LED**, inside the bird box on the allotment shed, so nesting can be seen without opening the box.\n**The bird box camera would take stills every ten minutes by day and a short clip on motion**, sent to a folder on the home server over Wi-Fi, with no cloud service.\n**The budget is about £65** for the board, the camera, the LED and a bigger solar panel.\n**Power is the hard part**: the Pi draws far more than the soil sensor's ESP32 and cannot sleep the same way, so it needs its own panel and a larger battery, or a cable from the shed's one socket, which is on a timer.\n**The camera has to be fitted in winter, before anything nests.**\n**The [[allotment-soil-sensor|soil sensor]] comes first**; if its power setup works, it gets reused here.
wiki/journal/journal-2026-03.md	Journal — March 2026	**Tidewater was kicked off on 10 March 2026** with the storage choice, the definition of "late" and a 30 April deadline all settled in the room.\n**The Tidewater ingestion moved from cron to Airflow on 20 March 2026** as `tidewater_ingest_daily`, running at 02:00 with two retries twenty minutes apart.\n**Two years of Tidewater history were backfilled on 26 March 2026** in just under four hours, exposing a carrier clock bug in about 3% of shipments.\n**The retrieval paper's draft arrived from Priya Raman on 9 March 2026**, with a results table whose rows were in the wrong order and two columns both labelled "R@20".\n**The 1:1 with Tomas Lind on 26 March 2026** set the goal of leading a project's design from the start, and parked the AWS data engineering exam.\n**The allotment year started in March 2026**: the rent paid, the bean bed dug over, potatoes chitting, and a neighbour's watering lesson that became the soil-sensor idea.
wiki/journal/journal-2026-04.md	Journal — April 2026	**The retrieval paper was submitted on 2 April 2026**, a day before the deadline, with the table order and caption fixed by Priya Raman.\n**An index on `invoice.invoice_date` cut the heaviest Tidewater page from about two and a half minutes to about 1.4 seconds** on 2 April 2026.\n**Two overlapping delivery KPIs were merged into one on 9 April 2026**, signed off by Hannah Voss by email.\n**Tidewater's deadline moved from 30 April to 15 May 2026 at the status meeting on 14 April**, to pay for the KPI list growing to seventeen.\n**Real-time refresh was dropped on 14 April 2026** in favour of a refresh every 15 minutes, with the streaming prototype parked in its branch.\n**Tidewater v1.2 went to staging on 21 April 2026** with all seventeen KPIs; Hannah Voss's reaction was "finally".\n**Driftwood was introduced on 28 April 2026** as Ines Duarte's forecast reading Tidewater's Postgres through a read-only role, due in front of the ops team by 30 June.
wiki/learning/rate-limiting-algorithms.md	Rate Limiting Algorithms	**Five algorithms cover almost every rate limit**: fixed window, sliding window log, sliding window counter, leaky bucket and token bucket — and the choice is really about bursts.\n**A fixed window is the cheapest and has one flaw, the boundary**: with a limit of 60 a minute, a client can send 60 at 12:00:59 and 60 more at 12:01:00, so 120 pass in two seconds.\n**A sliding window log is exact but its memory grows with the limit** — a limit of 10,000 an hour means up to 10,000 timestamps per client.\n**A sliding window counter costs two counters per client** and weights the previous window by how much of it still overlaps, which is close enough to exact for most APIs.\n**A leaky bucket makes the output perfectly smooth by making bursts wait**, which suits a downstream system that cannot take bursts at all; the cost is latency, not rejection.\n**A token bucket allows a burst up to its capacity and then a steady rate**, which is what Mira Okafor used on Tidewater's carrier loader.\n**Both clippings behind this node were saved during Tidewater's first build week**, when the carrier API's undocumented limit was found by being blocked.
