wiki/profile/now.md	Now	profile	hub		now,Now page,Now note,current status,my status,status update,what am I doing now,what am I working on,what's going on,what is going on,what's happening,what is happening now,right now,in progress,what's pending,what is pending,what am I waiting on,current focus,where things stand,open items	subject/status	What is in flight right now — one line per open item, generated from the Status Log of the node that owns it.
wiki/profile/owner-identity.md	{{OWNER_NAME}} — Identity	profile	hub		who am I,about me,my identity,my profile,my name,where do I live,what do I do,how should you answer me,my preferences,OWNER_WORK,OWNER_LOCATION,OWNER_ANSWER_STYLE		Who owns this vault — name, work, place and how answers should read — written at setup from what the owner said, never guessed.
wiki/tooling/excalidraw-drawings.md	Excalidraw Drawings	tooling	hub		Excalidraw,excalidraw drawings,drawings,drawing,my drawings,my excalidraw,draw a diagram,sketch a diagram,diagram in excalidraw,editable drawing,embed a drawing,drawing in a note,.excalidraw.md,Excalidraw folder,vault-excalidraw,excalidraw skill,drawing skill,drawing-hash,drawing hash,stale transcription,live canvas,mcp-excalidraw-server,mcp_excalidraw,excalidraw-diagram-skill,coleam00,yctimlin,share link,excalidraw.com,mermaid to excalidraw,render a drawing,drawinghash,excalidraw diagram skill,excalidrawdiagramskill,mcp excalidraw server,mcpexcalidrawserver,second brain,secondbrain,vault excalidraw,vaultexcalidraw,excalidraw.js,main.js,esm.sh	tech/excalidraw,tech/obsidian,subject/images,subject/second-brain	How the owner's Excalidraw drawings live in the vault — editable files under Excalidraw/, embedded live in notes with a hashed transcription, made and changed with the vault-excalidraw skill.
wiki/tooling/notebooklm-compile-support.md	NotebookLM in the Compile	tooling	hub		NotebookLM,Notebook LM,Gemini Notebook,notebooklm-py,notebooklm CLI,my notebook,can I use NotebookLM,NotebookLM in the vault,NotebookLM workflow,NotebookLM rules,does NotebookLM help,notebook for compiling,grounded citations,second reader,notebooklm py,notebooklmpy,source_id,upload_finalize	tech/notebooklm,subject/verification,form/reference	NotebookLM's two sanctioned places in a compile — batch triage and D38 verification — what it measured against known ground truth, and why it never settles a claim.
wiki/tooling/obsidian-plugins.md	Obsidian Plugins	tooling	hub		plugins,my plugins,obsidian plugins,community plugins,can you use my plugins,which plugins do I need,which plugins can Claude use,required plugin,install excalidraw,install-excalidraw,Excalidraw plugin,Iconize,icon folder,folder icons,icons for folders,Templater,templates,Calendar,daily notes,daily note,obsidian settings,restricted mode,graph colours,graph colors,graph colour groups,colour groups,graph.json,graph-colours.js,folder colours in the graph,color,iconise,graphcolours,installexcalidraw,second brain,secondbrain,OBSIDIAN_SETTINGS,templates_folder,ignore_folders_on_creation,install-excalidraw.js,data.json,excalidraw.js,rules.js,app.json,daily-notes.json,community-plugins.json,attachmentFolderPath,newFileLocation,newFileFolderPath,embedUseExcalidrawFolder,themeNodes	tech/obsidian,subject/second-brain,subject/capture	The four community plugins this vault uses — Excalidraw required, Calendar, Iconize and Templater recommended — how each is installed, and the settings the build checks.
wiki/tooling/second-brain-architecture-figure.md	Second Brain Architecture Drawing	tooling	detail		architecture drawing,architecture diagram,the drawing,figure 1,how the second brain works diagram,diagram of the vault,what does the architecture look like,excalidraw architecture,vault map,what does claude load,what loads when,secondbrain,selftest.js,audit.js	subject/second-brain,tech/obsidian	The architecture drawing and its full transcription — every box, arrow and note, from capture to answering, the guards, and what Claude loads and when.
wiki/tooling/second-brain-architecture-layout.md	Second Brain Folder Layout	tooling	detail		folder layout,vault folders,folder structure,directory structure,where does that live,where do things live,what is in raw,what is in output,what is in tools,vault paths,top-level folders,what each folder holds,top level,toplevel	subject/operations,form/reference	Every top-level path in the vault and what it holds, and why nesting folders costs nothing at query time since queries grep the index rather than walk directories.
wiki/tooling/second-brain-architecture.md	Second Brain Architecture	tooling	hub		second brain,this vault,knowledge base,obsidian vault,vault design,token efficiency,index layer,cards,how does the vault work,retrieval architecture,folder structure,subfolders,why no subfolders,vault layout,why obsidian,why this architecture,who designed this vault,who built this,context entropy,fragmentation,source independence,raw/_compiled,raw folder,is raw disposable,can I delete raw,what if raw is deleted,how the vault works,the whole machine,claude code,claudecode,secondbrain,tokenefficiency,OWNER_NAME,VAULT_PATH,BASELINE_BYTES,rules.js	tech/obsidian,subject/second-brain,tech/claude-code,subject/token-efficiency,subject/retrieval	This Obsidian vault — a five-file index layer over a kind-tiered knowledge graph, built so full detail and 30–50× cheaper retrieval coexist.
wiki/tooling/vault-capture-protocol.md	Vault Capture Protocol	tooling	hub		capture,how to dump,log this,idea dump,daily update,where does this go,capture protocol,add to vault,where do logs go,status change,how do I update a status,where do images go,correction,how do corrections work,fix a wrong fact,verbatim,compile verification,fence,forbidden claims,sic,contradiction in a source,pronouns,how are pronouns recorded,whose pronouns,daily notes,daily note,raw/daily,inbox,notes made in Obsidian,second brain,secondbrain,build_order_history	subject/workflow,subject/capture,subject/second-brain	How the owner dumps things into this vault — work and personal updates, status changes, ideas, decisions, documents and images — and where each kind of input lands.
wiki/tooling/vault-image-rules.md	Vault Image Rules	tooling	hub		image rules,images,figures,diagrams,how are images stored,where are images stored,assets,assets folder,figure transcription,mermaid,screenshots,pasted image,image token cost,architecture diagram,where do pasted images go,attachment folder,obsidian attachments,paste an image,which assets folder,token efficiency,tokenefficiency,app.json,attachmentFolderPath	subject/images,subject/retrieval,subject/token-efficiency,tech/obsidian	How images live in this vault — text is canonical and the image is a view: every figure transcribed by type, stored in its topic's assets/, and never read at query time.
